ID#	Ra(deg)	Dec(deg)	Extinction	Magnetic_Field(uG)	TotalUpperBUncertainty	TotalLowerBUncertainty
57	51.24238	29.36937	1.4367358684539795	531.5897617262798	149	292
58	51.24895000000001	28.75337	1.438032865524292	106.12156843794935	158	129
59	51.25587000000001	32.17657	1.2655880451202393	-379.09738565061537	288	1023
60	51.29218000000001	31.47676	2.144716024398804	-77.5035216183699	44	101
61	51.29868	28.734240000000003	1.4773342609405518	-417.2718203186973	245	105
62	51.300320000000006	28.987040000000004	2.077472448348999	63.379615028792536	435	68
63	51.31276	29.091959999999997	1.674418568611145	327.0350512358297	1247	126
64	51.31906000000002	29.8315	1.758995532989502	109.1299396121277	199	99
65	51.32284000000001	31.28663	2.440863609313965	-74.53198071049509	52	68
66	51.39706	29.026320000000002	1.0894156694412231	-388.7351025961133	320	354
67	51.42621000000001	30.10618	7.096508979797362	-35.61145764455859	22	29
69	51.43404000000002	31.980859999999996	1.597557544708252	-284.2822072271931	147	1300
71	51.49614000000002	31.48528	2.758617877960205	-87.42792129406324	48	69
72	51.50229000000001	28.755129999999998	1.1641110181808472	-292.76854199604196	275	451
73	51.51826000000001	32.17038	1.7188221216201782	386.7903557593758	2130	128
74	51.52349000000001	28.96841	1.3119453191757202	-192.69887224450298	174	588
75	51.53274000000002	30.17479	4.2830071449279785	-59.29707236128339	27	49
76	51.57442000000002	31.45662	2.709388256072998	-32.40349988113189	38	37
77	51.58042000000001	31.454909999999998	2.709388256072998	-21.10403483215898	35	35
78	51.58412000000001	29.08432	2.083102464675904	-27.46422400076045	59	217
79	51.58837000000001	29.082659999999997	2.083102464675904	4.808494006589238	74	65
80	51.59432000000001	29.36332	1.6226264238357544	-38.2548497288887	80	203
81	51.63153000000001	28.77465	1.4126132726669312	-118.1327419791371	117	337
82	51.781270000000006	29.81535	3.035245180130005	-130.00578707555852	51	152
83	51.795270000000016	29.022609999999997	1.7482078075408936	-197.95905914286513	66	299
84	51.80401000000001	29.706490000000002	1.2776564359664917	88.47879708236881	148	159
85	51.81703	29.90749000000001	3.9216930866241455	-50.16567690377175	25	94
86	51.83461000000001	31.80377	2.091397762298584	-13.026256788979644	53	56
87	51.83515000000001	31.80848	2.091397762298584	3.13961083279424	50	50
88	51.84136	31.804240000000004	2.091397762298584	-36.35897857563405	56	74
89	51.84522000000001	31.16793	2.87424635887146	88.79465980720984	160	45
90	51.87394000000001	30.24705	15.614900588989258	-10.327847374498154	19	19
91	51.91465000000001	31.40258	2.8716089725494385	-48.31109922219879	34	60
92	51.92582000000001	30.19466	9.586883544921877	-18.222808926637477	19	21
93	51.93425000000001	30.94952	1.9695948362350464	138.27052470600512	146	82
94	51.93958000000002	29.066029999999998	2.543134450912476	-213.64977951166202	40	2169
95	52.01503	30.97761	2.729243755340576	50.61952270723712	49	50
97	52.02843000000002	29.44414	1.1627353429794312	-280.1267439503069	219	577
98	52.09405000000001	29.001659999999998	2.623230695724488	-190.3335116828207	40	228
99	52.09914000000002	29.005190000000002	2.623230695724488	-225.92194168623482	41	269
100	52.10475000000002	30.71353	2.8437857627868652	46.14688444960226	46	43
101	52.11130000000002	29.018140000000002	2.623230695724488	-221.95896207587498	48	266
102	52.11468000000001	30.8918	3.806918621063232	104.88612049420044	46	39
103	52.12113000000002	28.981509999999997	2.0997552871704097	3.6992207981849754	53	53
104	52.12625000000001	30.8459	5.156177043914795	61.046763790991704	36	21
105	52.13153000000001	30.84587	5.156177043914795	60.30577024188154	36	21
106	52.13879000000002	30.8443	5.156177043914795	60.86873301149895	36	21
107	52.15028000000001	29.36554000000001	2.3192174434661865	-62.78256555537794	35	149
108	52.15879000000002	30.836	4.208803653717041	65.51065927069864	32	23
109	52.16818000000001	30.83172	4.208803653717041	63.76734371626487	31	22
110	52.17958000000001	31.65348	4.458932876586914	201.41530553467015	302	38
111	52.21766	29.509259999999998	2.503032922744751	-163.2197795763461	58	127
112	52.23070000000001	29.52873	2.9006187915802	-113.94660549854015	34	256
113	52.29434000000002	31.53165	6.927295684814452	24.15590007179235	23	23
114	52.29890000000002	31.00102	3.3742024898529053	87.79050718174608	51	46
115	52.33462000000002	31.11236	4.0688066482543945	38.42441888051759	29	28
116	52.37863000000001	31.36905	4.973970890045166	154.9593936152548	62	42
117	52.49627	30.6062	2.80450439453125	-23.31672886492952	44	48
118	52.49979000000002	30.6105	2.6438422203063965	-13.372922016313057	42	44
119	52.51526000000001	30.54888	3.737828254699707	-79.42997854310248	39	105
120	52.51596000000002	30.55472	3.737828254699707	-93.32156520782884	42	122
121	52.52029000000001	31.19632	2.9040842056274414	-112.2323809181705	59	199
122	52.52152	30.551440000000003	3.737828254699707	-32.0145042337716	27	48
123	52.52382000000001	30.603920000000002	2.3862595558166504	-27.864322292727184	51	79
124	52.53309000000001	30.548029999999997	3.7501380443573	-11.799985572429664	22	27
125	52.537940000000006	30.54715	3.7501380443573	-10.42112960970814	22	26
126	52.54026	31.4094	2.050169944763184	-325.89006420893054	130	89
